ReferenceNumber,WatchName,Gender,Location,Price,Currency,BrandName,Condition,ScopeOfDelivery,WatchLink,WatchImage,WebsiteName,WatchModel,Year,Movement,PowerReserve,NumberOfJewels,CaseDiameter,CaseMaterial,WaterResistanceAtm,BezelMaterial,Glass,DialColor,BraceletMaterial,BraceletColor,Buckle,BuckleMaterial,Functions,Description,Other
Rolex 18028,Rolex Day-Date Rolex 18028,,United States of America,26.25,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/18k-yellow-oyster-perpetual-day-date-with-lapis-lazuli-dial--id12024443.htm,https://cdn2.chrono24.com/images/uhren/images_43/s4/12024443_xxl_v1565611318214.jpg,Chrono24,day.date,"
",Automatic,,,36,Yellow gold,,Yellow gold,,Blue,Yellow gold,Yellow,,,,,
126715CHNR,Rolex GMT-Master II 126715CHNR,U,United States of America,35.875,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/gmt-master-ii--id12854877.htm,https://cdn2.chrono24.com/images/uhren/images_77/s8/12854877gross_v1572977004225.jpg,Chrono24,gmt.master ii,"
",Automatic,70,31,40,Rose gold,10,Ceramic,Sapphire Glass,Black,Rose gold,Gold,,,,"ABOUT US

Brilliance & Grace: Exclusive Watches, Thoughtfully Priced.  Superb customer service.

Boxes and Papers included.

Free shipping within the United States.

For more photos, please send us a message.  Thank you, the Brilliance & Grace team . . . more information following the watch description.



To preserve the beauty of its pink gold watches, Rolex created and patented an exclusive 18 ct pink gold alloy cast in its own foundry: Everose gold. Introduced in 2005, 18 ct Everose is used on all Rolex models in pink gold. The dial is the distinctive face of a Rolex watch, the feature most responsible for its identity and readability. Characterised by hour markers fashioned from 18 ct gold to prevent tarnishing, every Rolex dial is designed and manufactured in-house, largely by hand to ensure perfection. The Oyster bracelet is a perfect alchemy of form and function, aesthetics and technology, designed to be both robust and comfortable. It is equipped with an Oysterlock folding clasp, which prevents accidental opening and the Easylink comfort extension link, also exclusive to Rolex. This ingenious system allows the wearer to increase the bracelet length by approximately 5 mm, providing additional comfort in any circumstance. The new calibre 3285, a new-generation movement entirely developed and manufactured by Rolex. With 10 patent applications filed over the course of its development, this movement features a Chronergy escapement and a guaranteed power reserve of approximately 70 hours. Like all Rolex Perpetual movements, the 3285 is a certified Swiss chronometer, a designation reserved for high-precision watches that have successfully passed the Swiss Official Chronometer Testing Institute (COSC) tests. The 3285 is equipped with a Parachrom hairspring, offering greater resistance to shocks and to temperature variations. Its architecture, in common with all Oyster watch movements, makes it singularly reliable.



REPUTATION

We pride ourselves on the reputation we have built on Chrono24. Please compare our rating to others before making a purchase. We are confident you will prefer working with us.



GUARANTEE

Brilliance & Grace stands behind every watch we sell, and we are committed to your complete satisfaction. We guarantee this watch to be 100% genuine, brand new & unworn.  The watch will have its original manufacturer’s serial number intact and unaltered.  The watch will be delivered in its original box. 



WARRANTY

Unless specifically mentioned in the ad, you can expect to receive a brand new watch with tags. The original brand box will be provided, as well as original manufacturer’s warranty and instruction manual.



BUYER PROTECTION

We prefer that all transactions take place through Chrono24’s platform using Trusted Checkout. Buyer’s are welcome to pay with a credit card or wire transfer. Chrono24 collects the funds and holds them in escrow until you receive your order and confirm to them that everything is as described.



TAXES

There is no sales tax charged, unless shipping within the state of Georgia.



SHIPPING

We offer FREE shipping on all orders within the US.

We do ship internationally, however the buyer will be responsible for the country’s duties and taxes.",
228238,Rolex Day-Date 40 228238,U,United States of America,29.995,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/day-date-40-228238-champagne-roman-dial-new--id11441252.htm,https://cdn2.chrono24.com/images/uhren/images_52/s2/11441252_xxl_v1560276151168.jpg,Chrono24,day.date 40,"
",Automatic,70,31,40,Yellow gold,10,Yellow gold,Sapphire Glass,,Yellow gold,Gold,,,,"Brand New 2019 Rolex 18K Yellow Gold Day-Date 40 228238 Champagne Roman Dial [President] 



100% Guaranteed Authentic with Box and Papers 



Features: 

18K Yellow Gold Case and Bracelet 

President Bracelet 

New Style Concealed Folding Rolex Crown Clasp 



Notes: 

Unsized and Unworn Watch 

Warranty Card from Rolex AD Dated October 2019 

Factory Rolex Warranty Until October 2024 



Included: 

All Links 

Green COSC Hangtag 

Serial Number Hangtag 

Rolex Inner and Outer Box 

Instruction Booklet 

Rolex Worldwide Service Manual 

Rolex Original Warranty Card 



Trades/sales of modern Rolex, Audemars Piguet, Patek Philippe, Omega and Tudor watches accepted from buyers with references. 



Returns accepted if the item received is not as described. Returns must be initiated within 24 hours of receipt and returned in the exact same condition as received. 



Chrono24 Trusted Seller and Premium Seller 

100% Recommendation Rate 

300+ Chrono24 Trusted Checkouts Completed! 

250+ Average 5 Star Customer Reviews! 

Many references available upon request",
226659,Rolex Yacht-Master 42 226659,U,United States of America,32.2,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/yacht-master-42mm-18k-white-gold-ceramic-bezel-on-oysterflex--id12801373.htm,https://cdn2.chrono24.com/images/uhren/images_73/s3/12801373_xxl_v1572553680868.jpg,Chrono24,yacht.master 42,"
",Automatic,70,,42,White gold,10,Ceramic,Sapphire Glass,Black,Rubber,Black,,,,,
1675,Rolex GMT-Master 1675,U,United States of America,31.5,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/rolex-pepsi-gmt-tropical-gilt-dial-vintage-1966--id11774593.htm,https://cdn2.chrono24.com/images/uhren/images_93/s5/11774593_xxl_v1564147473739.jpg,Chrono24,gmt.master,"
",Automatic,48,26,40,Steel,10,Steel,Plexiglass,Black,Steel,Steel,,,,"Rolex ""Pepsi"" GMT TROPICAL Gilt Dial Vintage 1966 Stainless Steel 40mm (ref. 1675)

Box: No

Papers: No

Year: serial number dates the piece to production year of 1966

Condition Report: Excellent, all original condition pre-owned specimen, watch is sold ""as is"" and ""as photographed"". The watch is running at COSC spec.

Case Size: 40mm

Case Metal: Stainless Steel 

Movement: Automatic

Power Reserve: 70 hours

Dial Color: Black

Strap/Bracelet: Stainless Steel Rolex Jubilee Bracelet

Buckle: Stainless Steel Folding Clasp

Exhibition Caseback: No 

Complications: GMT Second Timezone, Date",
Rolex Submariner 116613LB,Rolex Submariner Date Rolex Submariner 116613LB,,United States of America,12.475,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/116613lb--id12327680.htm,https://cdn2.chrono24.com/images/uhren/images_80/s6/12327680_xxl_v1567790909338.jpg,Chrono24,submariner date,"
",,,,,,,,,,,,,,,,
126334,Rolex Datejust 126334,U,United States of America,10.3,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/datejust-41mm-126334-stainless-steel-jubilee-blue-roman-dial--id12596643.htm,https://cdn2.chrono24.com/images/uhren/images_43/s6/12596643_xxl_v1570479777669.jpg,Chrono24,datejust,"
",Automatic,,,41,Gold/Steel,,,,Blue,Steel,,,,,"Included With This Purchase:



-Original Papers

- Original Box

- FedEx Overnight domestic shipping (once payment is verified with Chrono)

- International Shipping 2-4 days



*Please note that all International buyers are responsible for custom taxes and/or duties of the receiving country.

*NY State Residents will be charged NYS Sales Tax.





Luxury Time NYC INC. is neither affiliated with nor an authorized dealer for the above mentioned brand, watch maker or any other watch brand. We obtain our watches from reputable sources dealing directly with authorized dealers and distributors. The manufacturer's warranty is no longer valid and Luxury Time NYC is the sole warrantor of the watches sold unless purchased unworn. Luxury Time NYC warranties all items sold for two years from the date of the original sale. Warranty only covers manufacturer’s parts which existed in the movement at the time of the sale and shall be void if altered subsequent to the sale. All watches and watch items sold are previously purchased, pre-owned and/or used even if they appear unpolished or new.",
326935,Rolex Sky-Dweller 326935,U,United States of America,65,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/sky-dweller-326935-diamonds-rose-gold--id12068468.htm,https://cdn2.chrono24.com/images/uhren/images_68/s4/12068468_xxl_v1565810901851.jpg,Chrono24,sky.dweller,"
",Automatic,72,40,42,Rose gold,10,Rose gold,Sapphire Glass,Grey,Rose gold,Gold,,,,"Over 30.00ct Round diamonds set in Honeycomb Flower Setting

Vs1 Quality F color 

Box and card 2015",
116655,Rolex Yacht-Master 40 116655,,United States of America,22.5,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/yacht-master-40--id12479701.htm,https://cdn2.chrono24.com/images/uhren/images_01/s7/12479701gross_v1569355766919.jpg,Chrono24,yacht.master 40,"
",,,,40,Rose gold,,,,,Rubber,,,,,"Rolex Yacht-Master 40 
  
A timepieces that captures the spirit of sailing. This 40mm Everose gold timepiece blends causal wear and contemporary design flawlessly. The black dial plays perfectly against the gold hour markers and patented ""OyseterFlex"" rubber bracelet.  The Bi-directional bezel is matted which creates a beautiful effect against the raised polished numerals on the bezel. This mint condition timepiece boasts the in-house Rolex calibre 3135 movement. This example comes complete with all Rolex boxes and papers and is from 2015. Further, the Rolex warranty is still in effect.",
126334,Rolex Datejust 126334,U,United States of America,9.625,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/126334-datejust-41-white-roman-oyster-stainless-steel--id12589647.htm,https://cdn2.chrono24.com/images/uhren/images_47/s6/12589647_xxl_v1572019223960.jpg,Chrono24,datejust,"
",Automatic,70,31,41,Steel,10,White gold,Sapphire Glass,White,Steel,Steel,,,,,
116710LN,Rolex GMT-Master II 116710LN,U,United States of America,14.1,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/gmt-master-ii--id11800295.htm,https://cdn2.chrono24.com/images/uhren/images_95/s2/11800295gross_v1564440331670.jpg,Chrono24,gmt.master ii,"
",Automatic,48,31,40,Steel,10,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
116610LN,Rolex Submariner Date 116610LN,U,United States of America,10.95,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/submariner-date-unworn-2019-116610ln--id11476239.htm,https://cdn2.chrono24.com/images/uhren/images_39/s2/11476239gross_v1560712355714.jpg,Chrono24,submariner date,"
",Automatic,48,31,40,Steel,30,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,"Brand New Rolex Submariner Date UNWORN 2019 116610LN



Warranty Card from USA ROLEX Authorized Dealer Dated June 2019

Unsized and Unworn Watch



The picture used for this listing is a stock picture provided by the manufacturer. 

Contact us if you require actual photos of this model. 



All watches are in stock and available to ship immediately.

Watch includes the original manufacturer box, serial card, and guarantee manual.

There is no sales tax involved, unless shipping to NJ. 

We offer overnight shipping and insurance for all orders shipping within the Continental US. 



Haniken Jewelers is not an authorized dealer. We do not claim any rights to the patents, copyrights, which belong solely to their developers or assignees and licensees. We obtain our Products from authorized dealers and distributors.",
326934,Rolex Sky-Dweller 326934,U,United States of America,16.5,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/sky-dweller-42mm-white-dial-326934--id11765131.htm,https://cdn2.chrono24.com/images/uhren/images_31/s1/11765131gross_v1564070071247.jpg,Chrono24,sky.dweller,"
",Automatic,72,40,42,Steel,10,White gold,Sapphire Glass,White,Steel,Steel,,,,"Rolex Sky-Dweller 42mm White Dial 326934



Warranty Card from USA ROLEX Authorized Dealer Dated 2017



All watches are in stock and available to ship immediately.

Watch includes the original manufacturer box, serial card, and guarantee manual.

There is no sales tax involved, unless shipping to NJ. 

We offer overnight shipping and insurance for all orders shipping within the Continental US. 



Haniken Jewelers is not an authorized dealer. We do not claim any rights to the patents, copyrights, which belong solely to their developers or assignees and licensees. We obtain our Products from authorized dealers and distributors.",
116619,Rolex Submariner Date 116619,,United States of America,28.995,USD,Rolex,Preowned,Box included and papers not included,https://www.chrono24.com/rolex//rolex/submariner-18k-white-gold-blue-ceramic-watch--box-v-116619--id12784376.htm,https://cdn2.chrono24.com/images/uhren/images_76/s3/12784376_xxl_v1572460521452.jpg,Chrono24,submariner date,"
",Automatic,,,40,White gold,,,,Blue,White gold,,,,,"Pristine preowned mens Rolex Submariner (ref. 116619 V serial number ~2008). Latest model with Cerachrom blue bezel. 18k white gold case and bracelet. Comes with its box as shown. We are a family owned brick and mortar Jewelry Store specializing in fine new and pre-owned jewelry and watches. Each of our pre-owned watches is fully checked, serviced, and detailed. All items guaranteed authentic.",
116655,Rolex Yacht-Master 40 116655,U,United States of America,23.199,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/yacht-master-40-new-everose-gold-116655--id12002876.htm,https://cdn2.chrono24.com/images/uhren/images_76/s8/12002876_xxl_v1565488269500.jpg,Chrono24,yacht.master 40,"
",Automatic,48,31,40,Rose gold,10,Ceramic,Sapphire Glass,Black,Rubber,Black,,,,,
116500LN,Rolex Daytona 116500LN,U,United States of America,24.9,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/daytona-ceramic-bezel-white-dial-116500ln--id7870065.htm,https://cdn2.chrono24.com/images/uhren/images_65/s0/7870065_xxl.jpg?v=1521473432627,Chrono24,daytona,"
",Automatic,72,44,40,Steel,10,Ceramic,Sapphire Glass,White,Steel,Steel,,,,"Included With This Purchase: 



-*FULLY STICKERED*

- Original Box 

- Original Warranty Card 

- FedEx Overnight domestic shipping  (once payment is verified with Chrono) 

- International Shipping 2-4 days



*Please note that all International buyers are responsible for custom taxes and/or duties of the receiving country.

*NY State Residents will be charged NYS Sales Tax.





Luxury Time NYC INC. is neither affiliated with nor an authorized dealer for the above mentioned brand, watch maker or any other watch brand. We obtain our watches from reputable sources dealing directly with authorized dealers and distributors. The manufacturer's warranty is no longer valid and Luxury Time NYC is the sole warrantor of the watches sold unless purchased unworn. Luxury Time NYC warranties all items sold for two years from the date of the original sale. Warranty only covers manufacturer’s parts which existed in the movement at the time of the sale and shall be void if altered subsequent to the sale. All watches and watch items sold are previously purchased, pre-owned and/or used even if they appear unpolished or new.",
126710BLNR,Rolex GMT-Master II 126710BLNR,U,United States of America,15.9,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/gmt-master-ii-jubilee-batman-126710blnr--id11386990.htm,https://cdn2.chrono24.com/images/uhren/images_90/s9/11386990_xxl_v1559597282220.jpg,Chrono24,gmt.master ii,"
",Automatic,70,,40,Steel,10,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,"Included With This Purchase: 



- Original Box 

- Original Warranty Card 

- FedEx Overnight domestic shipping (once payment is verified with Chrono) 

- International Shipping 2-4 days 



*Please note that all International buyers are responsible for custom taxes and/or duties of the receiving country. 

*NY State Residents will be charged NYS Sales Tax. 





Luxury Time NYC INC. is neither affiliated with nor an authorized dealer for the above mentioned brand, watch maker or any other watch brand. We obtain our watches from reputable sources dealing directly with authorized dealers and distributors. The manufacturer's warranty is no longer valid and Luxury Time NYC is the sole warrantor of the watches sold unless purchased unworn. Luxury Time NYC warranties all items sold for two years from the date of the original sale. Warranty only covers manufacturer’s parts which existed in the movement at the time of the sale and shall be void if altered subsequent to the sale. All watches and watch items sold are previously purchased, pre-owned and/or used even if they appear unpolished or new.",
14060M,Rolex Submariner (No Date) 14060M,U,United States of America,7.931,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/submariner-no-date-14060m--id12480423.htm,https://cdn2.chrono24.com/images/uhren/images_23/s4/12480423_xxl_v1569362546424.jpg,Chrono24,submariner (no date),"
",Automatic,48,31,40,Steel,30,Steel,Sapphire Glass,Black,Steel,Steel,,,,"WHY THIS WATCH

The 14060 is generally seen as the bridge between then and now, and the last of the classic Submariners. Nearly a decade after it was introduced, Rolex made enough of a change to the ref. 14060 to warrant adding a suffix to its reference number, but not one big enough to merit a new number altogether. Standing for ‘Modified’, the ref. 14060M was released in 1999 with a revised caliber, the Cal. 3130. The no-date version of the base Cal. 3135 which had been powering the Submariner Date series since 1988, the Cal. 3130 brought with it many of the elements missing from the previous iteration.

THE LITTLE DETAILS

Z Serial number indicates this is a 2006/2007 watch. Case and bracelet have normal wear, around 87%. Bezel has scratches, see pictures. Sides of case look good, with minimal wear and sharp lugs.  Comes with Green Rolex Box, and Papers as seen in pictures.",
169622,Rolex Yacht-Master 169622,W,United States of America,5.199,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/ladies-rolex-yacht-master-platinum--stainless-steel-29-mm-watch-169622--id12851266.htm,https://cdn2.chrono24.com/images/uhren/images_66/s2/12851266_xxl_v1572956936676.jpg,Chrono24,yacht.master,"
",Automatic,,31,29,Steel,,Platinum,Sapphire Glass,Silver,Steel,Steel,,,,,
116618LN,Rolex Submariner Date 116618LN,,United States of America,29,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/submariner--id12646950.htm,https://cdn2.chrono24.com/images/uhren/images_50/s9/12646950gross_v1570991618630.jpg,Chrono24,submariner date,"
",,,,40,Yellow gold,,,Sapphire Glass,Black,Yellow gold,Gold,,,,"Submariner Ref. 116618LN 
 
This highly coveted Submariner with its distinctive black dial and bezel has remained an all time classic. The timepiece is a perfectly balanced 40mm in yellow gold and stands out among its more traditional counterparts. The Oyster bracelet offers supreme comfort and style. An excellent example, this timepiece from 2018 is in mint condition and comes complete with all Rolex boxes and papers.",
day date,Rolex Day-Date day date,U,United States of America,NaN,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/day-date-president-white-dial-18k-yellow-gold-ref-18283--id10736355.htm,https://cdn2.chrono24.com/images/uhren/images_55/s3/10736355_xxl_v1552762067226.jpg,Chrono24,day.date,"
",Automatic,48,31,36,Yellow gold,3,Yellow gold,Sapphire Glass,White,Yellow gold,Gold,,,,,
126710BLNR,Rolex GMT-Master II 126710BLNR,U,United States of America,14.85,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/126710blnr-gmt-master-ii-batman-stainless-steel-watch--id11779521.htm,https://cdn2.chrono24.com/images/uhren/images_21/s5/11779521_xxl_v1573091613464.jpg,Chrono24,gmt.master ii,"
",Automatic,70,31,40,Steel,10,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
116710LN,Rolex GMT-Master II 116710LN,U,United States of America,12,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/new-gmt-master-ii-116710ln--id11885019.htm,https://cdn2.chrono24.com/images/uhren/images_19/s0/11885019_xxl_v1564936412064.jpg,Chrono24,gmt.master ii,"
",Automatic,48,31,40,Steel,10,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
126334,Rolex Datejust 126334,U,United States of America,9.799,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/datejust-41-new-2019-fluted-silver-dial-jubilee-steel-126334--id11856108.htm,https://cdn2.chrono24.com/images/uhren/images_08/s1/11856108_xxl_v1564787721165.jpg,Chrono24,datejust,"
",Automatic,70,31,41,Steel,10,White gold,Sapphire Glass,Silver,Steel,Steel,,,,,
126660,Rolex Sea-Dweller Deepsea 126660,U,United States of America,11.35,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/126660-sea-dweller-deepsea-stainless-steel-mens-watch--id12569415.htm,https://cdn2.chrono24.com/images/uhren/images_15/s4/12569415_xxl_v1570188905286.jpg,Chrono24,sea.dweller deepsea,"
",Automatic,70,,44,Steel,120,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
216570,Rolex Explorer II 216570,U,United States of America,9.55,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/explorer-ii-black-dial-unworn-2019-216570--id12440876.htm,https://cdn2.chrono24.com/images/uhren/images_76/s8/12440876_xxl_v1568928404214.jpg,Chrono24,explorer ii,"
",Automatic,48,31,42,Steel,10,Steel,Sapphire Glass,Black,Steel,Steel,,,,"Brand New Rolex Explorer II Black Dial UNWORN 216570



Warranty Card Dated 2019

Unsized and Unworn Watch



The picture used for this listing is a stock picture provided by the manufacturer. 

Contact us if you require actual photos of this model. 



All watches are in stock and available to ship immediately.

Watch includes the original manufacturer box, serial card, and guarantee manual.

There is no sales tax involved, unless shipping to NJ. 

We offer overnight shipping and insurance for all orders shipping within the Continental US. 



Haniken Jewelers is not an authorized dealer. We do not claim any rights to the patents, copyrights, which belong solely to their developers or assignees and licensees. We obtain our Products directly with authorized dealers and distributors.",
178274,Rolex Lady-Datejust 178274,W,United States of America,6.75,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/178274-steel-datejust--id8916816.htm,https://cdn2.chrono24.com/images/uhren/images_16/s8/8916816gross.jpg?v=1533848206903,Chrono24,lady.datejust,"
",Automatic,48,31,31,,10,White gold,Sapphire Glass,,Steel,Steel,,,,"Rolex Steel Model 178274SSO

Rolex Datejust

Stainless Steel Case

31mm

18K White Gold Fluted Bezel

Silver Dial

Index Hour Markers

Oyster Bracelet

Model 178274

Certificate of Authenticity

Free Limited Lifetime Warranty",
16613,Rolex Submariner Date 16613,U,United States of America,7.75,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/submariner-date--id12885468.htm,https://cdn2.chrono24.com/images/uhren/images_68/s4/12885468_xxl_v1573232939625.jpg,Chrono24,submariner date,"
",Automatic,48,31,40,Gold/Steel,30,Yellow gold,Sapphire Glass,Blue,Gold/Steel,Gold/Steel,,,,,
116520,Rolex Daytona 116520,U,United States of America,17.999,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/daytona-white-dial-stainless-steel-complete-set-panda-116520--id12237826.htm,https://cdn2.chrono24.com/images/uhren/images_26/s8/12237826_xxl_v1566937993408.jpg,Chrono24,daytona,"
",Automatic,72,44,40,Steel,10,Steel,Sapphire Glass,White,Steel,Steel,,,,,
116900,Rolex Air King 116900,U,United States of America,5.995,USD,Rolex,Preowned,Box included and papers not included,https://www.chrono24.com/rolex//rolex/116900-air-king-black-dial-oyster-band-mens-watch--id12504890.htm,https://cdn2.chrono24.com/images/uhren/images_90/s8/12504890_xxl_v1569594004483.jpg,Chrono24,air king,"
",Automatic,48,31,40,Steel,10,Steel,Sapphire Glass,Black,Steel,Steel,,,,,
116610LV,Rolex Submariner Date 116610LV,U,United States of America,14.7,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/submariner-date--id12865114.htm,https://cdn2.chrono24.com/images/uhren/images_14/s1/12865114_xxl_v1573077154865.jpg,Chrono24,submariner date,"
",Automatic,48,31,40,Steel,30,Ceramic,Sapphire Glass,Green,Steel,Steel,,,,"NASHVILLE WATCH, LLC - 615-969-5066











Manufacture: Rolex



Model: Submariner



Reference: 116610LV



Case Size: 40mm



Case Material: Stainless Steel



Bracelet Material:  Stainless Steel



Crystal: Sapphire with cyclops



Movement: Automatic calibre 3135



Dial:  Green



Box: Yes



Papers: Yes



Age: Warranty Card Dated - 09/2019











This Rolex Submariner Hulk is in excellent condition. It is complete with all boxes and papers and was just sold in September of 2019. 



The case is in excellent condition.



The bracelet is in excellent condition with a few tiny hairlines. It has all the links (12) and will fit around an 8""+ wrist.



The watch is functioning as it should and keeping great time; within COSC.",
116503,Rolex Daytona 116503,U,United States of America,20.5,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/daytona-116503-new-2019-mother-of-pearl-diamond-dial--id11158446.htm,https://cdn2.chrono24.com/images/uhren/images_46/s4/11158446_xxl_v1557413796026.jpg,Chrono24,daytona,"
",Automatic,72,44,40,Gold/Steel,10,Yellow gold,Sapphire Glass,Mother of pearl,Gold/Steel,Gold/Steel,,,,,
228239,Rolex Day-Date 40 228239,U,United States of America,29.9,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/day-date-40-18k-white-gold-green-roman-dial--id9545832.htm,https://cdn2.chrono24.com/images/uhren/images_32/s8/9545832_xxl.jpg?v=1541616958697,Chrono24,day.date 40,"
",Automatic,,,40,White gold,10,,,Green,White gold,,,,,"Included With This Purchase: 



- Original Box 

- Original Warranty 

- FedEx Overnight domestic shipping (once payment is verified with Chrono) 

- International Shipping 2-4 days 



*Please note that all International buyers are responsible for custom taxes and/or duties of the receiving country. 

*NY State Residents will be charged NYS Sales Tax. 





Luxury Time NYC INC. is neither affiliated with nor an authorized dealer for the above mentioned brand, watch maker or any other watch brand. We obtain our watches from reputable sources dealing directly with authorized dealers and distributors. The manufacturer's warranty is no longer valid and Luxury Time NYC is the sole warrantor of the watches sold unless purchased unworn. Luxury Time NYC warranties all items sold for two years from the date of the original sale. Warranty only covers manufacturer’s parts which existed in the movement at the time of the sale and shall be void if altered subsequent to the sale. All watches and watch items sold are previously purchased, pre-owned and/or used even if they appear unpolished or new.",
126300,Rolex Datejust 126300,U,United States of America,7.949,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/datejust-41-new-black-dial-jubilee-steel-2019-126300--id12409102.htm,https://cdn2.chrono24.com/images/uhren/images_02/s1/12409102_xxl_v1568666964851.jpg,Chrono24,datejust,"
",Automatic,,,,Steel,,,,Black,Steel,Steel,,,,,
114060,Rolex Submariner (No Date) 114060,U,United States of America,9.248,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/submariner-no-date-114060-papers-2018--id12348295.htm,https://cdn2.chrono24.com/images/uhren/images_95/s2/12348295_xxl_v1568043361309.jpg,Chrono24,submariner (no date),"
",Automatic,48,31,40,Steel,30,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,"Feel Free to visit our site!

We consider Trades on most major brands!

All pictures are of the actual watch--

WHY THIS WATCH

For those submariner purists who want a clean dial without a date (or cyclops). No need for us to talk about the submariner, as it's perhaps the most well known watch on the planet! 

THE LITTLE DETAILS

This watch was purchased Brand New in April 2018 from an authorized Rolex Dealer, and worn very carefully. Case has normal wear, around 90-93%. Bracelet has normal wear around 93%. The watch comes with everything that comes in the pictures including a stamped warranty card dated April 2018 so you'll have Rolex's fully transferable warranty 5 years from that date. No outer boxes, only the green OEM Rolex box.",
326934,Rolex Sky-Dweller 326934,U,United States of America,16.8,USD,Rolex,Preowned,Papers included and box not included,https://www.chrono24.com/rolex//rolex/sky-dweller-stainless-42mm-white-dial--id11506579.htm,https://cdn2.chrono24.com/images/uhren/images_79/s5/11506579_xxl_v1562615809815.jpg,Chrono24,sky.dweller,"
",Automatic,72,40,42,Steel,10,White gold,Sapphire Glass,,Steel,Steel,,,,,
16710,Rolex GMT-Master II 16710,U,United States of America,19.99,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/16710-gmt-ii-error-dial-3186-movement-coke-bezel--id11414751.htm,https://cdn2.chrono24.com/images/uhren/images_51/s7/11414751_xxl_v1559934401700.jpg,Chrono24,gmt.master ii,"
",Automatic,50,31,40,Steel,10,Steel,Sapphire Glass,Black,Steel,Steel,,,,"Rolex collectors, please pay attention!

Our latest offer is a Rolex GMT-Master II with Coke bezel insert, an Error dial, featuring Roman ""II"" that  doesn't have top and bottom horizontal lines AND the 3186 movement! 

As Rolex was getting ready to release the new Ceramic bezel GMT II 116710 with the latest 3186 movement to be introduced in 08, the production of previous 16710 model was winding down. At some point in 07, this new 3186 movement found its way in the older ref. 16710! We don't know exactly how many of these watches were produced, but we DO know that VERY FEW exist! 

 OUR TIMEPIECE HAS BOTH AN ERROR DIAL AND A 3186 MOVEMENT!

This watch is in very good mechanical condition. The bezel insert, dial, case and bracelet are all in great shape.

It comes complete with original box, owner's manual and warranty card.



Price break! Holiday special sale $19990!!!



The pictures are of the actual watch  in our inventory. We never copy and paste stock photos for any of our offers.",
